Technologies,Complexity,Risk Level,Duration (days),Budget (TND)
"Educational Technology (EdTech): Virtual Classrooms, Educational Technology (EdTech): Virtual Classrooms",6,Medium,432,1798021
"Networking: 5G Technology, Blockchain: Chaincode",8,High,738,2033685
"Digital Transformation and Change Management: Change Management, Educational Technology (EdTech): MOOC Platforms, User Experience (UX) Design: Usability Testing, Software Testing: Cucumber",13,High,551,5630986
"Artificial Intelligence: Computer Vision, Front-end: Vue.js, User Interface (UI) Design: Sketch",9,High,1145,1692637
"Networking: SDN (Software Defined Networking), FinTech: Blockchain for Finance, Virtual and Augmented Reality: ARCore for Android, Quantum Computing: Quantum Cryptography",17,High,922,4727225
"Back-end: ASP.NET Core, Cloud Computing: AWS",7,High,245,869076
Data Management and Analytics: Data Governance,4,High,524,594073
Software Testing: Cucumber,3,Medium,232,807714
"Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), Mobile Development: Flutter",7,High,758,3002774
"Cybersecurity (Specialized): Intrusion Detection Systems (IDS), Software Testing: Cucumber, Back-end: Ruby on Rails, User Experience (UX) Design: Information Architecture, Virtual and Augmented Reality: ARKit for iOS",17,High,2123,5791914
Virtual and Augmented Reality: Unity for VR/AR,4,High,189,736064
"Networking: Network Automation, Database: SQLite",5,High,462,128097
"User Interface (UI) Design: Adobe XD, Virtual and Augmented Reality: Unity for VR/AR, Digital Transformation and Change Management: Change Management, Quantum Computing: Quantum Cryptography, User Experience (UX) Design: Information Architecture",17,High,2268,1828523
Networking: 5G Technology,4,High,205,823834
"Big Data: Hadoop, Blockchain: Solidity, Security: ZAP",11,High,1692,4952775
"DevOps: Terraform, Cybersecurity (Specialized): Intrusion Detection Systems (IDS), Cloud Computing: AWS",11,High,680,2600505
User Interface (UI) Design: Adobe XD,2,Low,177,266716
"Legal Tech: Case Management Software, Big Data: Spark, Networking: SDN (Software Defined Networking)",11,High,1749,670931
"AI and Machine Learning: PyTorch, Virtual and Augmented Reality: ARCore for Android, Artificial Intelligence: Natural Language Processing (NLP)",12,High,443,3384258
"Cybersecurity (Specialized): Intrusion Detection Systems (IDS), Back-end: Spring, Security: Nmap, Mobile Development: Android",12,High,1716,5213756
"DevOps: GitHub Actions, Blockchain: Ethereum",6,High,465,2127268
"Virtual and Augmented Reality: ARKit for iOS, Virtual and Augmented Reality: ARCore for Android",8,High,1174,1548193
"User Interface (UI) Design: Figma, Legal Tech: Compliance Management",5,Medium,124,526164
"Legal Tech: E-Discovery Software, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR)",7,High,632,934476
"Software Testing: Appium, IoT (Internet of Things): CoAP",6,Medium,1021,2087616
"Quantum Computing: Quantum Algorithms, DevOps: Terraform",8,High,365,3421930
Software Testing: TestNG,2,Low,53,132414
Virtual and Augmented Reality: ARCore for Android,4,High,81,1330769
Cloud Computing: AWS,4,High,580,389894
"DevOps: Ansible, AI and Machine Learning: Scikit-Learn, Blockchain: Solidity",10,High,221,1356900
"FinTech: Blockchain for Finance, Quantum Computing: Quantum Algorithms",9,High,346,2440420
"Digital Transformation and Change Management: Digital Strategy Development, Legal Tech: Case Management Software",7,High,969,1509164
"Security: JWT, Mobile Development: Xamarin, Digital Transformation and Change Management: Digital Strategy Development, IoT (Internet of Things): IoT Platforms, Educational Technology (EdTech): Adaptive Learning Platforms",16,High,482,3002314
"Virtual and Augmented Reality: ARCore for Android, User Interface (UI) Design: Figma, Software Testing: TestNG",8,High,182,3926696
Big Data: Spark,4,High,232,652298
"Big Data: Kafka, Software Testing: Appium, IoT (Internet of Things): IoT Security, Front-end: Bootstrap",12,High,1597,5955100
AI and Machine Learning: TensorFlow,4,High,509,1515453
"FinTech: Payment Gateway Integration, Data Management and Analytics: Master Data Management, Cloud Computing: IBM Cloud, Digital Transformation and Change Management: Change Management, Mobile Development: Xamarin",16,High,1069,1892024
"Quantum Computing: Quantum Cryptography, Artificial Intelligence: Computer Vision, FinTech: Robo-Advisors, Digital Transformation and Change Management: Change Management",16,High,2443,6740690
"Cloud Computing: Azure, Security: OWASP",7,High,625,1171181
"Legal Tech: Compliance Management, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), Legal Tech: Document Automation, Networking: SDN (Software Defined Networking)",14,High,249,1574442
"Big Data: Hadoop, Database: MongoDB, Mobile Development: Android, Legal Tech: Document Automation, Database: Oracle",15,High,2020,6039827
"Front-end: Ember.js, Quantum Computing: Quantum Algorithms, Cloud Computing: AWS, Virtual and Augmented Reality: ARCore for Android, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR)",20,High,1192,7499643
"AI and Machine Learning: TensorFlow, Virtual and Augmented Reality: Unity for VR/AR, User Interface (UI) Design: Sketch",10,High,1014,861403
"Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), Cloud Computing: Google Cloud",8,High,623,1583441
"Educational Technology (EdTech): Virtual Classrooms, Security: OpenSSL, User Experience (UX) Design: Information Architecture, Big Data: Data Lakes",13,High,603,3378195
"Big Data: Spark, Educational Technology (EdTech): MOOC Platforms, Mobile Development: Flutter, Networking: SDN (Software Defined Networking)",15,High,349,294774
"Virtual and Augmented Reality: Unity for VR/AR, Back-end: Java",7,High,612,2524683
"User Interface (UI) Design: Figma, Big Data: Spark, Virtual and Augmented Reality: ARKit for iOS",10,High,1097,3278700
Data Management and Analytics: Master Data Management,4,High,507,527489
"Front-end: Svelte, AI and Machine Learning: PyTorch, Virtual and Augmented Reality: ARKit for iOS",11,High,806,3709725
"Software Testing: Cucumber, Data Management and Analytics: Master Data Management",7,High,162,1556921
"Software Testing: Appium, Data Management and Analytics: Master Data Management, Blockchain: Hyperledger",11,High,1109,2351954
"Quantum Computing: Quantum Algorithms, IoT (Internet of Things): MQTT, Front-end: Tailwind CSS",10,High,1411,1623956
"Artificial Intelligence: Computer Vision, Security: JWT, Security: Penetration Testing Tools",9,High,959,829769
"Database: PostgreSQL, Big Data: Data Lakes, Security: OpenSSL, DevOps: Kubernetes",13,High,2213,1717300
"Digital Transformation and Change Management: Change Management, Legal Tech: Compliance Management",6,Medium,757,1120773
"Networking: Network Automation, Educational Technology (EdTech): Virtual Classrooms, Cybersecurity (Specialized): Intrusion Detection Systems (IDS), Mobile Development: Android",14,High,1069,523331
"Blockchain: Chaincode, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), User Interface (UI) Design: Sketch, Cloud Computing: Azure, Database: SQLite",15,High,1755,1396400
"Software Testing: Cucumber, DevOps: GitLab CI/CD, Security: ZAP, Big Data: Hadoop, Software Testing: Appium",15,High,1966,986763
"FinTech: Payment Gateway Integration, User Experience (UX) Design: Information Architecture, Security: JWT, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR)",12,High,2153,5186970
"Quantum Computing: Quantum Algorithms, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), IoT (Internet of Things): IoT Platforms, Cloud Computing: IBM Cloud, AI and Machine Learning: Keras",18,High,1738,5745730
"Back-end: Java, User Interface (UI) Design: Adobe XD, Big Data: Spark, Quantum Computing: Quantum Algorithms, AI and Machine Learning: PyTorch",18,High,1378,5265459
Data Management and Analytics: Data Governance,4,High,289,1195092
DevOps: Kubernetes,4,High,549,1608380
"Back-end: Scala, Blockchain: Chaincode",8,High,466,851516
"DevOps: Terraform, Artificial Intelligence: AI Ethics & Governance, Networking: 5G Technology, Back-end: Laravel",13,High,2251,3180859
"User Experience (UX) Design: User Journey Mapping, Security: Penetration Testing Tools, Virtual and Augmented Reality: Unity for VR/AR, FinTech: Blockchain for Finance, Software Testing: Cucumber",17,High,2570,8187662
"Networking: SDN (Software Defined Networking), AI and Machine Learning: PyTorch, User Experience (UX) Design: Usability Testing",11,High,1625,761426
"Mobile Development: Xamarin, Virtual and Augmented Reality: Unity for VR/AR",7,High,1008,933523
Database: MongoDB,2,Low,252,737381
"Front-end: Less, User Experience (UX) Design: Usability Testing, Software Testing: Selenium, DevOps: GitHub Actions",10,Medium,1716,1618825
"Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), AI and Machine Learning: Keras, Virtual and Augmented Reality: Unity for VR/AR, Big Data: Spark, Blockchain: Chaincode",19,High,700,5753562
"Networking: 5G Technology, AI and Machine Learning: TensorFlow, Software Testing: Appium, Big Data: Data Lakes, Educational Technology (EdTech): Learning Management Systems (LMS)",18,High,2156,5589733
"Virtual and Augmented Reality: ARCore for Android, AI and Machine Learning: Keras, Back-end: Python",9,High,797,4523716
"User Interface (UI) Design: Sketch, Software Testing: Cucumber, Database: MySQL, Front-end: Sass",9,Medium,638,739136
"Back-end: Scala, Security: Penetration Testing Tools, Legal Tech: Case Management Software",10,High,1058,1684435
"Mobile Development: Android, Security: OAuth",6,Medium,907,941719
"Cybersecurity (Specialized): Intrusion Detection Systems (IDS), Quantum Computing: Quantum Cryptography",9,High,414,1175553
"AI and Machine Learning: Keras, Networking: 5G Technology",7,High,400,2049542
"DevOps: AWS CloudFormation, Software Testing: Appium",6,Medium,149,2109981
"DevOps: Docker, Back-end: ASP.NET, Virtual and Augmented Reality: Unity for VR/AR, Software Testing: Cucumber",13,High,1847,3816966
"IoT (Internet of Things): IoT Platforms, User Interface (UI) Design: Figma, Security: JWT, Mobile Development: Flutter",10,Medium,334,762783
"Mobile Development: React Native, AI and Machine Learning: Scikit-Learn, Database: PostgreSQL, User Experience (UX) Design: Usability Testing, Big Data: Spark",15,High,1123,7237693
"Software Testing: Selenium, Data Management and Analytics: Data Governance, Educational Technology (EdTech): Virtual Classrooms, Cybersecurity (Specialized): Intrusion Detection Systems (IDS)",14,High,259,3172924
"Back-end: Go, Data Management and Analytics: Master Data Management, User Interface (UI) Design: Figma",9,High,733,2092960
Software Testing: Appium,3,Medium,375,998772
"Front-end: React, Database: MariaDB, Front-end: Svelte",8,Medium,989,43941
"Cloud Computing: Google Cloud, FinTech: Payment Gateway Integration",7,High,803,3290233
"Security: OWASP, Quantum Computing: Quantum Algorithms",8,High,818,2666021
"Software Testing: Selenium, Mobile Development: iOS, Blockchain: Chaincode, Legal Tech: Case Management Software, Back-end: Spring",16,High,2838,4874222
"Security: OAuth, Networking: 5G Technology, Database: MariaDB, Cybersecurity (Specialized): Intrusion Detection Systems (IDS), User Experience (UX) Design: Usability Testing",16,High,752,2784874
"Artificial Intelligence: Computer Vision, Digital Transformation and Change Management: Change Management",7,High,689,62098
"AI and Machine Learning: TensorFlow, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), Database: Oracle, User Interface (UI) Design: Figma",13,High,1946,4027281
"Artificial Intelligence: AI Ethics & Governance, Security: OWASP, Security: Nmap",8,Medium,1492,1330093
"Database: SQL Server, User Experience (UX) Design: Usability Testing",6,Medium,278,1346444
Cybersecurity (Specialized): Intrusion Detection Systems (IDS),4,High,564,648591
IoT (Internet of Things): MQTT,3,Medium,502,117861
DevOps: Terraform,3,Medium,432,1197621
Artificial Intelligence: Computer Vision,4,High,481,591662
"Software Testing: Appium, DevOps: GitHub Actions, User Experience (UX) Design: User Journey Mapping",8,Medium,1160,3684922
"IoT (Internet of Things): IoT Platforms, Educational Technology (EdTech): Virtual Classrooms",6,Medium,122,768867
"Artificial Intelligence: Computer Vision, FinTech: Payment Gateway Integration",7,High,921,959078
"Networking: SDN (Software Defined Networking), Database: Neo4j",7,High,677,1190925
Software Testing: Cucumber,3,Medium,379,1033206
"Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), Mobile Development: Flutter",7,High,156,719368
"Software Testing: TestNG, User Experience (UX) Design: User Journey Mapping, Data Management and Analytics: Master Data Management, DevOps: Terraform",12,High,1523,4988866
"Cloud Computing: IBM Cloud, Back-end: ASP.NET Core, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR), FinTech: Blockchain for Finance, Cybersecurity (Specialized): Security Orchestration, Automation, and Response (SOAR)",18,High,2696,1151854
Software Testing: Cucumber,3,Medium,237,391025
